<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>
2025.11.02	23:46:00	3978.76500	3979.87500	3977.75500	3978.66500	0.02
2025.11.02	23:47:00	3978.04500	3979.14500	3977.76500	3977.92500	0.01
2025.11.02	23:48:00	3977.81500	3980.03500	3977.81500	3979.67500	0.01
2025.11.02	23:49:00	3979.13500	3981.24500	3978.85500	3980.69800	0.01
2025.11.02	23:50:00	3980.69800	3982.36500	3979.39800	3982.32500	0.03
2025.11.02	23:51:00	3982.29500	3984.79800	3981.03500	3981.31500	0.04
2025.11.02	23:52:00	3981.31500	3982.51500	3977.88500	3978.24800	0.04
2025.11.02	23:53:00	3978.24800	3981.20500	3977.41500	3980.66500	0.03
2025.11.02	23:54:00	3980.74500	3981.55500	3979.86500	3980.55500	0.01
2025.11.02	23:55:00	3980.51500	3982.90500	3979.68500	3982.18500	0.01
2025.11.02	23:56:00	3982.18500	3982.48500	3978.68500	3979.15500	0.02
2025.11.02	23:57:00	3979.07500	3979.39500	3978.04500	3978.07500	0.01
2025.11.02	23:58:00	3978.10500	3979.27500	3977.85500	3978.68500	0.01
2025.11.02	23:59:00	3978.70500	3980.22500	3978.70500	3979.43500	0.01
2025.11.03	00:00:00	3979.28500	3981.85500	3977.86500	3981.83500	0.02
2025.11.03	00:01:00	3981.99500	3987.54500	3980.94500	3985.33500	0.05
2025.11.03	00:02:00	3985.29500	3986.55500	3980.35500	3982.24500	0.03
2025.11.03	00:03:00	3982.23500	3982.50500	3978.68500	3979.83500	0.02
2025.11.03	00:04:00	3979.87500	3980.37500	3978.24500	3979.50500	0.01
2025.11.03	00:05:00	3979.54500	3980.10500	3977.98500	3979.65500	0.02
2025.11.03	00:06:00	3979.68500	3980.05500	3978.43500	3979.09500	0.02
2025.11.03	00:07:00	3979.05500	3979.43500	3977.94500	3978.36500	0.01
2025.11.03	00:08:00	3978.34500	3979.01500	3977.91500	3978.47500	0.01
2025.11.03	00:09:00	3978.46500	3978.97500	3977.91500	3977.93500	0.01
2025.11.03	00:10:00	3978.13500	3978.92500	3977.85500	3978.74500	0.02
2025.11.03	00:11:00	3978.79500	3979.17500	3977.95500	3979.17500	0.02
2025.11.03	00:12:00	3979.14500	3979.74500	3978.38500	3979.38500	0.02
2025.11.03	00:13:00	3979.30500	3979.30500	3973.61500	3973.98500	0.01
2025.11.03	00:14:00	3973.93500	3974.99500	3966.08900	3967.97500	0.06
2025.11.03	00:15:00	3967.95500	3968.98500	3963.72500	3968.39500	0.08
2025.11.03	00:16:00	3968.34500	3969.66500	3964.62500	3965.08500	0.04
2025.11.03	00:17:00	3965.11500	3965.32500	3962.63500	3963.29500	0.03
2025.11.03	00:18:00	3963.38500	3965.99500	3962.76500	3965.75500	0.03
2025.11.03	00:19:00	3965.74500	3965.77500	3962.95500	3963.16500	0.02
2025.11.03	00:20:00	3963.14500	3965.06500	3962.32500	3964.99500	0.03
2025.11.03	00:21:00	3964.83500	3965.97500	3963.12500	3963.47500	0.03
2025.11.03	00:22:00	3963.50500	3969.69500	3963.50500	3969.68500	0.03
2025.11.03	00:23:00	3969.66500	3972.71500	3969.20500	3972.71500	0.03
2025.11.03	00:24:00	3972.71500	3972.91500	3969.71500	3971.07500	0.03
2025.11.03	00:25:00	3971.10500	3971.82500	3969.46500	3971.18500	0.02
2025.11.03	00:26:00	3971.20500	3972.55500	3970.74500	3970.89500	0.02
2025.11.03	00:27:00	3970.92500	3971.66500	3969.74500	3971.45500	0.01
2025.11.03	00:28:00	3971.44500	3972.18500	3970.38500	3970.88500	0.01
2025.11.03	00:29:00	3970.92500	3971.12500	3970.00500	3970.48500	0.01
2025.11.03	00:30:00	3970.46500	3970.48500	3963.84800	3964.15800	0.03
2025.11.03	00:31:00	3964.35800	3965.33500	3962.91800	3965.14500	0.04
2025.11.03	00:32:00	3965.02500	3965.40500	3963.51500	3965.40500	0.01
2025.11.03	00:33:00	3965.31500	3965.75800	3964.96500	3964.98500	0.01
2025.11.03	00:34:00	3965.13500	3966.50500	3964.82500	3966.50500	0.01
2025.11.03	00:35:00	3966.52500	3968.48500	3966.24500	3968.46500	0.02
2025.11.03	00:36:00	3968.44500	3970.55500	3968.21500	3970.50500	0.02
2025.11.03	00:37:00	3970.48500	3971.86500	3969.82500	3971.58500	0.03
2025.11.03	00:38:00	3971.56500	3973.30500	3971.47500	3973.15500	0.03
2025.11.03	00:39:00	3973.15500	3973.93500	3971.93500	3973.40500	0.04
2025.11.03	00:40:00	3973.38500	3974.90500	3973.24500	3974.61500	0.04
2025.11.03	00:41:00	3974.68500	3976.85500	3973.74500	3976.85500	0.03
2025.11.03	00:42:00	3976.85500	3977.49500	3973.32500	3974.14500	0.05
2025.11.03	00:43:00	3974.06500	3974.75500	3971.81500	3971.96500	0.03
2025.11.03	00:44:00	3971.96500	3972.74500	3971.55500	3972.45500	0.02
2025.11.03	00:45:00	3972.42500	3973.24500	3971.85500	3972.64500	0.02
2025.11.03	00:46:00	3972.67500	3973.88500	3971.11500	3973.59500	0.03
2025.11.03	00:47:00	3973.57500	3976.58500	3972.65500	3974.23500	0.03
2025.11.03	00:48:00	3974.23500	3974.95500	3972.65500	3973.34500	0.03
2025.11.03	00:49:00	3973.68500	3974.31500	3973.50500	3973.73500	0.02
2025.11.03	00:50:00	3973.70500	3975.35500	3973.16500	3975.35500	0.02
2025.11.03	00:51:00	3975.34500	3975.40500	3972.25500	3973.24500	0.03
2025.11.03	00:52:00	3973.26500	3975.32500	3972.50800	3973.17500	0.03
2025.11.03	00:53:00	3973.25500	3974.40500	3973.00800	3973.14800	0.02
2025.11.03	00:54:00	3973.24800	3973.94800	3967.66900	3968.13900	0.09
2025.11.03	00:55:00	3968.13900	3970.67800	3967.42800	3970.43800	0.07
2025.11.03	00:56:00	3970.53500	3971.37500	3969.31500	3971.29500	0.02
2025.11.03	00:57:00	3971.32500	3972.19500	3969.92500	3970.20500	0.04
2025.11.03	00:58:00	3970.09500	3970.50500	3967.97500	3969.11500	0.04
2025.11.03	00:59:00	3969.88500	3971.54800	3968.71500	3970.40500	0.04
2025.11.03	01:00:00	3970.39500	3971.94800	3966.45500	3968.43900	0.10
2025.11.03	01:01:00	3968.52900	3970.71500	3965.30500	3968.17500	0.10
2025.11.03	01:02:00	3968.19500	3971.80500	3965.41500	3971.75500	0.05
2025.11.03	01:03:00	3971.72500	3973.80500	3969.38500	3970.53500	0.05
2025.11.03	01:04:00	3970.33500	3970.99500	3966.98500	3969.85500	0.05
2025.11.03	01:05:00	3969.81500	3977.26500	3968.73500	3977.04500	0.06
2025.11.03	01:06:00	3977.11500	3980.64500	3976.73500	3979.61500	0.05
2025.11.03	01:07:00	3980.09500	3982.13500	3978.15500	3978.77500	0.05
2025.11.03	01:08:00	3978.79500	3982.72500	3977.01900	3982.72500	0.04
2025.11.03	01:09:00	3982.66500	3986.07500	3981.85500	3984.28500	0.06
2025.11.03	01:10:00	3984.29500	3986.89500	3982.14500	3986.79500	0.06
2025.11.03	01:11:00	3986.46500	3987.81500	3985.23500	3985.24500	0.05
2025.11.03	01:12:00	3985.17500	3988.03500	3984.73500	3985.00500	0.05
2025.11.03	01:13:00	3985.16500	3988.74500	3985.13500	3987.51500	0.04
2025.11.03	01:14:00	3987.60500	3987.75500	3985.59500	3986.24500	0.03
2025.11.03	01:15:00	3986.27500	3989.74500	3986.17500	3989.46500	0.03
2025.11.03	01:16:00	3989.55500	3990.82500	3988.62500	3989.52500	0.04
2025.11.03	01:17:00	3989.56500	3991.41800	3989.05500	3990.56500	0.04
2025.11.03	01:18:00	3990.59500	3992.62500	3990.23500	3992.48500	0.04
2025.11.03	01:19:00	3992.38500	3993.42500	3991.77500	3993.09500	0.04
2025.11.03	01:20:00	3993.09500	3993.09500	3990.58500	3991.47500	0.04
2025.11.03	01:21:00	3991.75500	3991.99500	3989.42500	3990.20500	0.04
2025.11.03	01:22:00	3990.17500	3990.65500	3987.26500	3989.80500	0.04
2025.11.03	01:23:00	3989.78500	3992.70500	3988.97500	3991.57500	0.05
2025.11.03	01:24:00	3991.56500	3991.81500	3989.96500	3991.64500	0.04
2025.11.03	01:25:00	3991.60500	3992.30500	3989.74500	3992.09500	0.03
2025.11.03	01:26:00	3992.10500	3994.14500	3991.92500	3993.83500	0.02
2025.11.03	01:27:00	3993.85500	3999.30500	3993.85500	3997.61500	0.05
2025.11.03	01:28:00	3997.58500	3998.14500	3994.57500	3995.11500	0.04
2025.11.03	01:29:00	3995.33500	3998.58500	3995.32500	3998.58500	0.03
2025.11.03	01:30:00	3998.44500	3999.86500	3997.20500	3999.84500	0.03
2025.11.03	01:31:00	3999.77500	4001.47500	3999.06500	4001.47500	0.04
2025.11.03	01:32:00	4001.53500	4001.55500	3999.63500	4001.42500	0.03
2025.11.03	01:33:00	4001.48500	4001.54500	3999.42500	3999.78500	0.02
2025.11.03	01:34:00	4000.04500	4000.27500	3998.60500	3999.54500	0.03
2025.11.03	01:35:00	3999.58500	3999.58500	3997.24500	3998.98500	0.03
2025.11.03	01:36:00	3999.00500	4000.43500	3998.24500	3998.71500	0.02
2025.11.03	01:37:00	3998.69500	4000.04500	3998.43500	3998.77500	0.02
2025.11.03	01:38:00	3998.74500	3998.74500	3996.89500	3997.46500	0.03
2025.11.03	01:39:00	3997.40500	3997.98500	3994.54500	3995.84500	0.04
2025.11.03	01:40:00	3995.87500	3995.95500	3993.23500	3993.25500	0.03
2025.11.03	01:41:00	3993.28500	3993.94500	3992.19500	3992.45500	0.03
2025.11.03	01:42:00	3992.47500	3995.46500	3991.39500	3991.39500	0.03
2025.11.03	01:43:00	3991.41500	3991.88500	3990.48500	3991.16500	0.03
2025.11.03	01:44:00	3991.13500	3992.69500	3989.96500	3991.78500	0.04
2025.11.03	01:45:00	3991.78500	3992.13500	3990.45500	3992.13500	0.03
2025.11.03	01:46:00	3992.10500	3993.29500	3991.22500	3991.83500	0.03
2025.11.03	01:47:00	3991.85500	3993.44500	3989.93500	3993.37500	0.08
2025.11.03	01:48:00	3993.34500	3995.59500	3991.87500	3995.16500	0.04
2025.11.03	01:49:00	3995.14500	3995.16500	3992.64500	3992.64500	0.03
2025.11.03	01:50:00	3992.66500	3993.89500	3992.60500	3992.94500	0.03
2025.11.03	01:51:00	3992.97500	3993.81500	3992.37500	3993.70500	0.02
2025.11.03	01:52:00	3993.72500	3996.81500	3993.72500	3995.11500	0.03
2025.11.03	01:53:00	3995.08500	3995.49500	3993.61500	3994.10500	0.02
2025.11.03	01:54:00	3994.13500	3996.22500	3994.03500	3996.00500	0.02
2025.11.03	01:55:00	3996.18500	3999.22500	3996.09500	3999.02500	0.03
2025.11.03	01:56:00	3998.95500	3999.74500	3997.85500	3999.35500	0.03
2025.11.03	01:57:00	3999.36500	3999.88500	3999.24800	3999.44800	0.02
2025.11.03	01:58:00	3999.54800	3999.54800	3997.28500	3997.77500	0.02
2025.11.03	01:59:00	3997.80500	3998.43500	3995.70500	3995.70500	0.02
2025.11.03	02:00:00	3995.68500	3997.75500	3995.48500	3996.53500	0.03
2025.11.03	02:01:00	3996.57500	3996.77500	3995.54500	3996.59500	0.02
2025.11.03	02:02:00	3996.62500	3998.47500	3995.47500	3995.52500	0.03
2025.11.03	02:03:00	3995.56500	3996.21500	3993.71500	3994.13500	0.03
2025.11.03	02:04:00	3994.10500	3994.62500	3992.16800	3992.78500	0.03
2025.11.03	02:05:00	3992.83500	3993.37500	3991.70500	3991.91500	0.02
2025.11.03	02:06:00	3991.75500	3992.26500	3990.55500	3991.72500	0.03
2025.11.03	02:07:00	3991.70500	3992.29500	3990.03500	3990.56500	0.03
2025.11.03	02:08:00	3990.43500	3991.34500	3990.39500	3990.66500	0.02
2025.11.03	02:09:00	3990.69500	3992.23500	3990.69500	3991.51500	0.02
2025.11.03	02:10:00	3991.47500	3992.39500	3990.40500	3990.62500	0.04
2025.11.03	02:11:00	3990.43500	3994.31500	3990.43500	3994.21500	0.04
2025.11.03	02:12:00	3994.18500	3994.47500	3991.83500	3993.02500	0.03
2025.11.03	02:13:00	3993.04500	3994.89500	3992.90500	3994.18500	0.03
2025.11.03	02:14:00	3994.21500	3995.77500	3994.07500	3994.71500	0.02
2025.11.03	02:15:00	3994.69500	3995.70500	3994.56500	3995.48500	0.01
2025.11.03	02:16:00	3995.51500	3996.10500	3995.22500	3995.91500	0.02
2025.11.03	02:17:00	3995.95500	3997.04500	3995.72500	3996.73500	0.02
2025.11.03	02:18:00	3996.71500	3997.74800	3996.25500	3997.66500	0.03
2025.11.03	02:19:00	3997.64800	3999.32500	3997.64800	3999.32500	0.02
2025.11.03	02:20:00	3999.11500	4001.08500	3998.35500	4000.87500	0.03
2025.11.03	02:21:00	4000.90500	4006.10500	4000.90500	4005.51500	0.07
2025.11.03	02:22:00	4005.43500	4006.25500	4002.87500	4003.41800	0.05
2025.11.03	02:23:00	4003.41800	4003.86500	3999.91800	3999.92800	0.04
2025.11.03	02:24:00	3999.92800	3999.97500	3997.95500	3998.21500	0.10
2025.11.03	02:25:00	3998.22500	3998.91500	3996.16500	3997.50900	0.14
2025.11.03	02:26:00	3997.50900	3998.28900	3995.66500	3996.05800	0.07
2025.11.03	02:27:00	3996.07800	3996.33500	3995.17500	3995.68500	0.02
2025.11.03	02:28:00	3995.70500	3997.72500	3995.65500	3997.06500	0.03
2025.11.03	02:29:00	3997.03500	3997.15500	3995.27500	3995.40500	0.01
2025.11.03	02:30:00	3995.34500	3996.21500	3994.81500	3994.94500	0.03
2025.11.03	02:31:00	3995.28500	3997.72500	3995.28500	3996.52500	0.03
2025.11.03	02:32:00	3996.53500	3996.83500	3995.19500	3995.99500	0.03
2025.11.03	02:33:00	3996.02500	4000.86500	3996.02500	4000.16500	0.03
2025.11.03	02:34:00	4000.19500	4000.54500	3997.86500	3998.47500	0.03
2025.11.03	02:35:00	3998.51500	3999.71500	3997.15500	3997.25500	0.03
2025.11.03	02:36:00	3997.21500	3999.19500	3996.75500	3998.57500	0.03
2025.11.03	02:37:00	3998.91500	3999.87500	3998.42500	3999.56500	0.02
2025.11.03	02:38:00	3999.59500	4000.30500	3999.18500	3999.58500	0.02
2025.11.03	02:39:00	3999.60500	4000.41500	3998.51500	4000.41500	0.02
2025.11.03	02:40:00	4000.54500	4004.70500	4000.08500	4004.13500	0.04
2025.11.03	02:41:00	4004.04500	4005.41500	4003.82500	4004.62500	0.03
2025.11.03	02:42:00	4004.65500	4005.13500	4002.83500	4004.81500	0.02
2025.11.03	02:43:00	4004.89500	4005.96500	4002.07500	4002.30500	0.03
2025.11.03	02:44:00	4002.44500	4003.54500	4001.16500	4001.28500	0.03
2025.11.03	02:45:00	4001.52500	4003.34800	4001.52500	4001.94800	0.03
2025.11.03	02:46:00	4001.94800	4002.34800	3999.17500	4000.58500	0.03
2025.11.03	02:47:00	4000.56500	4002.79800	4000.56500	4002.19800	0.03
2025.11.03	02:48:00	4002.16500	4003.44800	4000.99800	4000.99800	0.03
2025.11.03	02:49:00	4001.00500	4001.46800	3998.64800	3999.24800	0.04
2025.11.03	02:50:00	3999.13500	3999.35500	3997.70500	3998.10500	0.04
2025.11.03	02:51:00	3998.08500	3999.48500	3997.59500	3998.31500	0.02
2025.11.03	02:52:00	3998.28500	3999.66500	3997.85500	3999.39500	0.02
2025.11.03	02:53:00	3999.45500	3999.71500	3998.54500	3998.59500	0.02
2025.11.03	02:54:00	3998.61500	4000.93500	3998.61500	4000.17500	0.02
2025.11.03	02:55:00	4000.20500	4000.67500	3998.71500	3998.94500	0.02
2025.11.03	02:56:00	3998.95500	4000.13500	3998.59500	3999.90500	0.02
2025.11.03	02:57:00	3999.94500	4001.76500	3999.87500	4001.02500	0.02
2025.11.03	02:58:00	4001.08500	4002.25500	4001.01500	4002.20500	0.01
2025.11.03	02:59:00	4002.29800	4006.01500	4002.19800	4003.79500	0.04
2025.11.03	03:00:00	4003.86500	4004.87500	4001.92500	4003.15500	0.03
2025.11.03	03:01:00	4003.55500	4008.49800	4003.36500	4006.59500	0.07
2025.11.03	03:02:00	4006.96500	4011.23500	4006.71500	4008.25500	0.05
2025.11.03	03:03:00	4007.63800	4009.97500	4006.12500	4007.72500	0.04
2025.11.03	03:04:00	4007.69500	4008.27500	4006.88500	4007.32500	0.02
2025.11.03	03:05:00	4007.34500	4008.46500	4005.04500	4006.31900	0.12
2025.11.03	03:06:00	4006.33500	4007.44500	4004.36500	4005.25500	0.12
2025.11.03	03:07:00	4005.04500	4005.56500	4003.90800	4004.00500	0.06
2025.11.03	03:08:00	4003.93500	4005.37500	4003.07500	4003.49500	0.03
2025.11.03	03:09:00	4003.29500	4005.85500	4003.29500	4005.59500	0.02
2025.11.03	03:10:00	4005.59500	4007.38500	4005.33500	4006.82500	0.02
2025.11.03	03:11:00	4006.93500	4009.43500	4006.82500	4009.32500	0.04
2025.11.03	03:12:00	4009.31500	4010.01500	4008.41500	4008.47500	0.02
2025.11.03	03:13:00	4008.48500	4008.48500	4005.94500	4007.42500	0.03
2025.11.03	03:14:00	4007.42500	4008.27500	4006.38500	4007.36500	0.03
2025.11.03	03:15:00	4007.39500	4009.09500	4007.28500	4008.89500	0.03
2025.11.03	03:16:00	4008.92500	4010.10500	4008.87500	4009.58500	0.02
2025.11.03	03:17:00	4009.62500	4009.91500	4007.91500	4008.65500	0.02
2025.11.03	03:18:00	4008.64500	4009.57500	4008.17500	4008.95500	0.02
2025.11.03	03:19:00	4008.96500	4008.96500	4007.50500	4008.12500	0.02
2025.11.03	03:20:00	4008.15500	4008.65500	4007.24500	4008.63500	0.03
2025.11.03	03:21:00	4008.66500	4008.73500	4007.01500	4007.11500	0.02
2025.11.03	03:22:00	4007.26500	4008.24500	4006.83500	4007.70500	0.02
2025.11.03	03:23:00	4007.73500	4009.30500	4007.73500	4009.21500	0.02
2025.11.03	03:24:00	4009.25500	4010.03500	4007.89500	4008.38500	0.02
2025.11.03	03:25:00	4008.42500	4009.35500	4007.90500	4008.02500	0.02
2025.11.03	03:26:00	4008.06500	4008.06500	4006.40500	4006.75500	0.03
2025.11.03	03:27:00	4006.78500	4007.51500	4005.92500	4007.33500	0.03
2025.11.03	03:28:00	4007.36500	4007.61500	4005.61500	4005.61500	0.02
2025.11.03	03:29:00	4005.63500	4006.52500	4005.32500	4005.90500	0.02
2025.11.03	03:30:00	4005.91500	4006.84500	4005.28500	4006.83500	0.02
2025.11.03	03:31:00	4007.39500	4007.39500	4005.37800	4006.58500	0.02
2025.11.03	03:32:00	4006.11500	4007.57500	4005.98500	4007.57500	0.02
2025.11.03	03:33:00	4007.66500	4009.22500	4006.95500	4008.85500	0.03
2025.11.03	03:34:00	4008.81500	4009.96500	4008.39500	4009.89500	0.02
2025.11.03	03:35:00	4009.94500	4011.05500	4008.14800	4008.71500	0.02
2025.11.03	03:36:00	4008.77500	4009.63500	4008.52500	4009.59500	0.01
2025.11.03	03:37:00	4009.64500	4011.68500	4009.61500	4011.09500	0.02
2025.11.03	03:38:00	4011.13500	4012.99500	4010.70500	4012.14800	0.02
2025.11.03	03:39:00	4012.10500	4012.42500	4011.24800	4011.82500	0.02
2025.11.03	03:40:00	4011.67500	4012.96500	4011.54500	4012.74500	0.02
2025.11.03	03:41:00	4012.73500	4012.78500	4011.95500	4012.11500	0.01
2025.11.03	03:42:00	4012.11500	4012.18500	4011.12500	4011.73500	0.02
2025.11.03	03:43:00	4011.70500	4011.70500	4010.56500	4010.56500	0.01
2025.11.03	03:44:00	4010.58500	4010.73500	4010.35500	4010.54500	0.01
2025.11.03	03:45:00	4010.57500	4011.68500	4010.57500	4011.66500	0.01
2025.11.03	03:46:00	4011.64500	4012.30500	4011.37500	4011.40500	0.01
2025.11.03	03:47:00	4011.38500	4012.69500	4011.13500	4012.13500	0.01
2025.11.03	03:48:00	4012.10500	4012.43500	4011.82500	4012.11500	0.01
2025.11.03	03:49:00	4012.13500	4012.81500	4012.11500	4012.75500	0.01
2025.11.03	03:50:00	4012.34500	4013.34500	4012.33500	4012.92500	0.01
2025.11.03	03:51:00	4012.90500	4013.05500	4012.57500	4012.87500	0.01
2025.11.03	03:52:00	4012.85500	4012.85500	4011.40500	4011.40500	0.01
2025.11.03	03:53:00	4011.38500	4012.57500	4011.13500	4012.06500	0.01
2025.11.03	03:54:00	4012.08500	4013.73500	4012.00500	4013.30500	0.02
2025.11.03	03:55:00	4013.33500	4013.33500	4012.20500	4012.88500	0.02
2025.11.03	03:56:00	4012.86500	4014.23500	4012.74500	4014.15500	0.02
2025.11.03	03:57:00	4014.19500	4015.14500	4013.41500	4013.99500	0.04
2025.11.03	03:58:00	4013.83500	4014.03500	4013.04500	4013.43500	0.04
2025.11.03	03:59:00	4013.46500	4013.80500	4011.06500	4011.06500	0.02
2025.11.03	04:00:00	4011.05500	4013.03500	4009.57500	4012.62500	0.02
2025.11.03	04:01:00	4012.60500	4013.17500	4011.88500	4012.05500	0.02
2025.11.03	04:02:00	4012.01500	4012.37500	4011.12500	4011.74500	0.01
2025.11.03	04:03:00	4011.72500	4011.72500	4009.32500	4009.40500	0.02
2025.11.03	04:04:00	4009.37500	4009.49500	4007.15500	4007.62500	0.02
2025.11.03	04:05:00	4007.74500	4008.51500	4006.57500	4006.79500	0.03
2025.11.03	04:06:00	4006.85500	4008.07500	4006.85500	4007.72500	0.02
2025.11.03	04:07:00	4007.74500	4011.53500	4007.74500	4011.44500	0.03
2025.11.03	04:08:00	4011.47500	4011.93500	4009.99500	4011.64500	0.02
2025.11.03	04:09:00	4011.66500	4014.11500	4011.22500	4013.04500	0.04
2025.11.03	04:10:00	4013.01500	4013.79500	4011.22500	4011.56500	0.03
2025.11.03	04:11:00	4011.50500	4011.63500	4010.18500	4010.52500	0.02
2025.11.03	04:12:00	4010.49500	4010.78500	4009.10500	4009.27500	0.02
2025.11.03	04:13:00	4009.24500	4010.24500	4009.24500	4009.65500	0.01
2025.11.03	04:14:00	4009.67500	4009.71500	4009.04500	4009.43500	0.01
2025.11.03	04:15:00	4009.38500	4009.57500	4007.95500	4008.20500	0.02
2025.11.03	04:16:00	4008.18500	4008.53500	4007.68500	4007.85500	0.01
2025.11.03	04:17:00	4007.81500	4008.09500	4006.82500	4006.86500	0.02
2025.11.03	04:18:00	4006.91500	4007.26500	4005.50500	4005.77500	0.02
2025.11.03	04:19:00	4005.81500	4005.89500	4004.76500	4005.11500	0.02
2025.11.03	04:20:00	4005.14500	4006.44500	4005.12500	4006.20500	0.02
2025.11.03	04:21:00	4006.31500	4007.06500	4006.25500	4006.33500	0.01
2025.11.03	04:22:00	4006.30500	4006.76500	4005.04500	4005.22500	0.03
2025.11.03	04:23:00	4005.26500	4005.68500	4004.76500	4004.94500	0.02
2025.11.03	04:24:00	4004.99500	4004.99500	4003.03500	4003.80500	0.03
2025.11.03	04:25:00	4003.79500	4004.43500	4002.91500	4003.31500	0.01
2025.11.03	04:26:00	4003.34500	4003.65500	4002.65500	4002.94500	0.01
2025.11.03	04:27:00	4002.86500	4002.86500	4001.61500	4001.98500	0.04
2025.11.03	04:28:00	4001.98500	4004.39500	4001.81500	4003.93500	0.02
2025.11.03	04:29:00	4003.97500	4005.42500	4003.90500	4005.23500	0.02
2025.11.03	04:30:00	4005.20500	4005.52500	4004.04500	4004.07500	0.02
2025.11.03	04:31:00	4004.36500	4004.98500	4002.34500	4003.74500	0.01
2025.11.03	04:32:00	4003.67500	4005.09500	4003.67500	4005.06500	0.02
2025.11.03	04:33:00	4005.07800	4005.58500	4004.63500	4005.48500	0.02
2025.11.03	04:34:00	4005.44500	4005.44500	4004.07500	4004.82800	0.01
2025.11.03	04:35:00	4005.09500	4005.66500	4004.82500	4005.32500	0.01
2025.11.03	04:36:00	4005.30500	4005.50500	4004.16500	4004.37500	0.01
2025.11.03	04:37:00	4004.34500	4004.43500	4003.22500	4003.90500	0.01
2025.11.03	04:38:00	4003.87500	4004.48500	4003.84500	4004.37500	0.01
